Index,IQ,CGPA,Placement
2631,89,4.09,0
2632,124,6.63,1
2633,97,4.72,0
2634,110,5.16,0
2635,103,6.92,0
2636,116,7.9,1
2637,113,6.5,1
2638,99,6.8,1
2639,98,5.84,0
2640,124,8.44,1
2641,124,6.35,1
2642,91,7.0,0
2643,82,7.65,1
2644,102,8.7,1
2645,117,4.0,0
2646,127,6.4,0
2647,109,4.78,0
2648,111,5.48,1
2649,117,8.17,1
2650,83,8.17,1
2651,84,8.69,1
2652,104,9.82,1
2653,99,5.92,0
2654,93,7.83,1
2655,98,8.24,1
2656,98,8.39,1
2657,114,5.88,0
2658,106,7.25,1
2659,115,6.92,0
2660,91,6.09,0
2661,133,7.13,1
2662,108,6.31,0
2663,113,8.49,1
2664,129,8.07,1
2665,138,7.26,1
2666,129,9.71,1
2667,97,6.56,1
2668,124,7.6,1
2669,127,6.36,0
2670,100,7.4,1
2671,104,6.27,0
2672,94,5.76,0
2673,119,4.0,0
2674,77,5.47,0
2675,102,5.2,0
2676,80,6.92,1
2677,127,8.78,1
2678,100,9.58,1
2679,83,6.68,0
2680,101,6.54,0
2681,119,8.13,1
2682,95,5.81,1
2683,106,5.29,0
2684,98,6.12,1
2685,111,6.91,0
2686,107,5.41,0
2687,107,4.7,1
2688,91,6.93,0
2689,118,6.85,1
2690,119,7.74,1
2691,93,4.0,0
2692,103,8.39,1
2693,125,5.82,1
2694,97,7.89,1
2695,108,4.02,0
2696,111,6.07,0
2697,117,6.66,1
2698,105,10.0,1
2699,122,7.41,1
2700,70,5.85,1
2701,76,5.18,0
2702,104,7.95,1
2703,111,5.45,0
2704,78,5.02,0
2705,102,5.38,1
2706,101,6.81,0
2707,87,7.39,1
2708,99,8.04,1
2709,90,6.54,1
2710,100,7.62,1
2711,132,4.66,0
2712,91,7.65,0
2713,110,5.92,0
2714,83,6.15,0
2715,104,7.68,1
2716,108,6.02,1
2717,96,6.09,1
2718,118,6.26,1
2719,89,7.41,0
2720,102,8.03,1
2721,104,4.32,1
2722,131,7.81,1
2723,103,6.04,0
2724,108,5.7,0
2725,121,9.04,1
2726,116,6.45,0
2727,109,6.8,0
2728,105,4.94,0
2729,114,7.76,1
2730,114,6.23,0
2731,106,6.95,1
2732,114,9.71,1
2733,106,4.0,0
2734,96,5.68,0
2735,98,7.66,1
2736,88,7.28,1
2737,114,5.7,0
2738,97,7.14,1
2739,74,6.49,0
2740,80,8.15,1
2741,111,8.09,1
2742,98,9.86,1
2743,116,6.81,0
2744,74,5.99,0
2745,116,8.08,0
2746,129,5.45,0
2747,104,6.56,1
2748,94,4.91,1
2749,99,10.0,1
2750,98,5.32,0
2751,89,6.96,1
2752,121,7.12,0
2753,109,6.07,0
2754,102,6.68,0
2755,102,7.97,1
2756,93,7.91,1
2757,120,6.05,0
2758,88,7.33,1
2759,116,5.59,1
2760,100,8.72,1
2761,70,5.39,0
2762,107,5.37,0
2763,76,6.68,1
2764,117,9.87,0
2765,120,9.56,1
2766,102,8.25,1
2767,97,5.79,0
2768,117,7.92,0
2769,133,5.9,0
2770,91,10.0,1
2771,92,8.01,1
2772,102,7.98,0
2773,97,4.0,0
2774,132,9.1,1
2775,129,6.58,1
2776,105,6.63,0
2777,122,7.01,1
2778,120,7.34,1
2779,84,7.01,1
2780,106,6.78,0
2781,85,4.01,0
2782,99,7.24,1
2783,124,4.69,0
2784,111,7.88,1
2785,119,6.72,0
2786,96,5.97,0
2787,108,4.95,0
2788,118,7.29,1
2789,110,9.08,1
2790,99,5.52,1
2791,70,6.54,0
2792,84,5.5,0
2793,108,6.94,1
2794,106,8.54,1
2795,83,9.08,1
2796,96,5.05,0
2797,103,9.0,1
2798,92,8.05,0
2799,107,7.75,1
2800,108,8.43,1
2801,102,8.69,1
2802,135,4.41,0
2803,104,6.59,1
2804,89,7.17,0
2805,109,6.71,0
2806,96,6.09,0
2807,119,5.96,1
2808,114,6.75,0
2809,91,4.31,0
2810,93,6.69,1
2811,116,6.4,1
2812,107,7.07,1
2813,112,5.69,0
2814,101,4.96,0
2815,92,7.73,1
2816,93,7.27,0
2817,111,5.56,1
2818,88,7.83,1
2819,105,5.59,0
2820,93,4.0,0
2821,88,8.18,1
2822,114,8.76,1
2823,96,6.69,0
2824,95,5.97,1
2825,96,7.01,1
2826,138,4.91,0
2827,104,9.48,0
2828,134,7.86,1
2829,90,7.6,0
2830,123,5.44,0
2831,96,5.42,0
2832,113,8.49,1
2833,120,10.0,1
2834,133,6.43,1
2835,100,8.27,1
2836,95,7.63,1
2837,113,7.13,1
2838,98,7.12,0
2839,124,5.91,0
2840,101,7.08,1
2841,89,4.36,0
2842,100,7.1,0
2843,98,5.57,0
2844,112,8.74,1
2845,115,7.69,1
2846,109,7.7,1
2847,84,5.84,0
2848,105,9.5,1
2849,122,6.19,1
2850,85,5.76,1
2851,105,8.12,1
2852,99,9.81,1
2853,122,6.24,1
2854,118,7.09,1
2855,105,8.52,1
2856,111,4.39,0
2857,111,7.37,1
2858,102,7.37,1
2859,90,4.0,0
2860,107,5.93,0
2861,114,6.43,1
2862,132,4.0,0
2863,101,8.84,1
2864,134,6.99,1
2865,102,6.19,1
2866,88,7.28,1
2867,93,10.0,1
2868,114,8.39,1
2869,131,4.0,0
2870,98,7.61,1
2871,102,6.78,0
2872,82,7.82,0
2873,128,5.69,0
2874,100,8.47,1
2875,108,6.32,0
2876,114,5.84,0
2877,100,8.92,1
2878,88,5.17,0
2879,87,7.51,1
2880,129,5.72,1
2881,107,7.15,1
2882,71,6.49,1
2883,88,5.28,0
2884,113,6.61,0
2885,87,6.3,1
2886,106,6.98,0
2887,84,7.92,1
2888,100,8.0,1
2889,94,7.34,0
2890,121,9.0,0
2891,122,6.32,1
2892,108,7.42,1
2893,80,5.23,0
2894,79,7.96,0
2895,109,5.23,0
2896,135,7.01,1
2897,108,7.54,0
2898,104,8.07,1
2899,83,6.65,0
2900,128,5.98,0
2901,114,9.24,1
2902,108,7.37,0
2903,91,6.64,0
2904,87,6.34,1
2905,113,7.7,1
2906,112,5.68,0
2907,107,7.19,1
2908,102,6.27,0
2909,118,7.38,1
2910,98,6.62,0
2911,76,4.6,0
2912,108,6.47,0
2913,82,5.75,0
2914,106,8.04,1
2915,94,6.66,0
2916,75,6.37,0
2917,113,7.67,1
2918,95,8.58,1
2919,109,7.03,1
2920,119,4.99,0
2921,113,6.71,1
2922,120,7.06,1
2923,116,6.27,0
2924,93,7.72,1
2925,84,6.32,0
2926,122,6.56,1
2927,119,8.46,1
2928,86,7.12,0
2929,100,7.75,0
2930,73,6.21,0
2931,100,5.18,0
2932,97,8.06,1
2933,122,5.66,0
2934,112,7.69,0
2935,74,5.59,0
2936,112,7.87,1
2937,109,6.92,0
2938,109,6.89,0
2939,106,7.48,1
2940,110,8.68,1
2941,95,8.04,1
2942,88,7.27,1
2943,86,6.26,1
2944,97,8.12,1
2945,104,6.04,1
2946,126,7.63,0
2947,115,6.7,0
2948,111,5.76,0
2949,106,6.1,0
2950,133,5.74,1
2951,74,6.59,0
2952,108,6.99,0
2953,77,7.21,0
2954,98,4.48,0
2955,124,7.19,1
2956,105,4.89,0
2957,106,4.32,0
2958,111,6.33,1
2959,86,7.59,1
2960,72,6.28,1
2961,99,9.23,1
2962,110,6.62,0
2963,101,6.38,0
2964,90,5.29,0
2965,135,7.54,0
2966,89,7.67,0
2967,108,5.43,1
2968,98,5.73,0
2969,81,7.59,0
2970,91,5.65,0
2971,109,6.59,1
2972,131,6.09,0
2973,117,9.16,1
2974,88,6.63,1
2975,114,4.91,0
2976,89,6.98,1
2977,107,6.83,0
2978,114,6.73,1
2979,138,7.47,0
2980,126,9.38,1
2981,110,5.42,0
2982,102,7.06,1
2983,113,7.13,0
2984,90,6.04,0
2985,120,5.17,0
2986,119,6.38,1
2987,102,7.16,1
2988,115,4.64,0
2989,109,7.55,1
2990,99,8.87,1
2991,124,7.94,1
2992,109,6.73,0
2993,101,6.37,0
2994,103,7.96,0
2995,129,5.85,0
2996,127,6.18,1
2997,118,6.58,0
2998,104,6.94,1
2999,128,5.84,0
3000,116,8.3,1
3001,75,6.58,0
3002,101,8.17,1
3003,122,7.28,1
3004,70,7.01,1
3005,90,4.42,0
3006,102,7.73,1
3007,129,5.35,0
3008,105,7.77,0
3009,121,7.21,1
3010,104,6.46,1
3011,87,6.76,1
3012,105,8.69,1
3013,104,7.1,1
3014,111,4.24,0
3015,82,8.59,1
3016,102,8.06,1
3017,88,6.7,0
3018,78,5.83,0
3019,103,4.72,1
3020,103,6.85,0
3021,93,7.44,1
3022,91,7.6,0
3023,115,8.09,1
3024,81,8.89,1
3025,128,6.33,1
3026,89,4.44,0
3027,129,6.6,0
3028,125,6.23,0
3029,134,6.62,0
3030,115,6.31,1
3031,124,8.5,1
3032,86,5.08,0
3033,97,6.32,1
3034,115,8.73,1
3035,99,7.86,1
3036,127,7.39,1
3037,113,8.29,1
3038,105,8.08,1
3039,115,6.68,1
3040,72,4.81,0
3041,105,7.65,1
3042,113,5.66,1
3043,119,8.51,1
3044,108,7.18,1
3045,97,6.53,1
3046,95,7.91,1
3047,102,7.15,0
3048,98,4.41,0
3049,97,6.08,1
3050,114,7.13,1
3051,113,6.39,0
3052,109,7.6,1
3053,122,6.04,0
3054,115,8.3,1
3055,104,5.04,0
3056,109,7.28,1
3057,105,7.68,1
3058,121,6.27,1
3059,96,5.36,0
3060,103,6.26,1
3061,110,6.56,1
3062,79,7.35,1
3063,129,5.48,0
3064,114,7.29,1
3065,82,8.95,1
3066,70,6.16,1
3067,97,6.11,0
3068,88,4.41,0
3069,77,7.15,1
3070,83,5.51,0
3071,112,5.94,0
3072,123,7.18,0
3073,98,7.2,1
3074,119,4.66,0
3075,107,6.11,0
3076,78,6.83,1
3077,114,6.9,0
3078,122,4.96,0
3079,79,5.63,1
3080,116,6.71,0
3081,88,6.38,0
3082,110,5.41,0
3083,79,5.67,0
3084,98,4.96,0
3085,97,5.63,0
3086,146,6.45,0
3087,127,7.66,1
3088,91,7.74,1
3089,76,9.3,1
3090,127,8.59,0
3091,120,5.89,0
3092,98,7.36,0
3093,100,8.4,1
3094,92,7.78,1
3095,70,7.4,0
3096,105,8.05,1
3097,110,4.61,0
3098,134,5.41,0
3099,94,6.98,0
3100,111,7.99,1
3101,78,8.19,0
3102,117,7.32,0
3103,120,9.49,1
3104,121,6.68,1
3105,81,6.4,0
3106,98,5.26,0
3107,98,6.94,1
3108,83,7.31,1
3109,121,7.12,0
3110,126,6.37,0
3111,118,7.51,1
3112,125,6.5,1
3113,105,5.49,0
3114,125,7.42,1
3115,102,7.26,1
3116,114,6.34,0
3117,112,5.39,0
3118,72,7.48,0
3119,116,6.25,0
3120,126,8.78,1
3121,107,8.36,1
3122,100,8.67,1
3123,110,4.69,0
3124,96,7.26,1
3125,89,4.0,0
3126,99,7.02,1
3127,88,5.04,0
3128,94,7.31,1
3129,131,8.24,1
3130,103,8.92,1
3131,104,7.04,1
3132,114,6.13,0
3133,114,7.8,1
3134,81,6.51,1
3135,132,5.12,0
3136,99,8.7,1
3137,91,7.58,1
3138,86,5.55,0
3139,110,6.95,0
3140,109,7.19,0
3141,106,8.02,1
3142,90,5.94,0
3143,135,8.01,1
3144,100,5.91,1
3145,83,6.96,1
3146,117,6.65,0
3147,101,5.44,1
3148,126,4.36,0
3149,96,6.27,1
3150,102,7.38,0
3151,108,7.89,1
3152,116,6.87,0
3153,101,7.33,1
3154,103,7.16,1
3155,86,8.81,1
3156,94,6.67,1
3157,128,4.2,0
3158,73,6.84,0
3159,128,6.97,0
3160,113,6.19,0
3161,109,4.71,0
3162,102,8.47,1
3163,109,7.09,1
3164,98,7.35,1
3165,86,8.54,1
3166,105,9.13,1
3167,124,7.05,1
3168,132,8.19,1
3169,115,6.23,0
3170,70,5.37,1
3171,101,7.09,1
3172,132,8.47,1
3173,98,8.24,1
3174,119,9.84,1
3175,92,5.14,0
3176,107,6.59,0
3177,123,4.66,0
3178,117,6.15,1
3179,120,4.99,0
3180,109,6.0,0
3181,96,8.77,1
3182,115,7.84,1
3183,74,7.31,1
3184,113,6.48,1
3185,135,4.74,0
3186,96,6.33,1
3187,92,7.6,0
3188,112,6.94,0
3189,112,9.82,1
3190,99,6.01,1
3191,70,7.37,0
3192,80,7.85,0
3193,99,8.85,1
3194,82,7.18,1
3195,81,7.37,1
3196,74,7.92,1
3197,100,8.55,1
3198,106,6.17,0
3199,104,7.6,0
3200,72,8.58,1
3201,99,8.0,1
3202,70,7.41,1
3203,112,6.98,1
3204,97,4.18,0
3205,111,8.22,1
3206,120,5.89,0
3207,97,7.06,1
3208,86,5.85,0
3209,141,5.59,0
3210,135,6.66,1
3211,94,6.7,1
3212,103,8.9,1
3213,101,4.42,0
3214,108,6.89,1
3215,100,7.5,0
3216,109,7.1,1
3217,115,7.07,1
3218,111,8.63,1
3219,77,8.63,1
3220,104,7.19,1
3221,108,5.97,0
3222,103,6.26,0
3223,109,7.06,0
3224,89,4.56,0
3225,127,5.36,1
3226,109,6.79,1
3227,84,8.18,1
3228,93,8.19,0
3229,82,6.77,1
3230,112,6.38,0
3231,101,6.48,0
3232,106,7.66,1
3233,82,6.46,1
3234,113,6.81,1
3235,92,8.98,0
3236,84,5.29,0
3237,115,5.0,0
3238,111,6.71,1
3239,89,7.63,1
3240,100,7.13,0
3241,105,5.75,0
3242,105,4.87,0
3243,110,5.01,0
3244,124,5.06,0
3245,102,7.39,0
3246,118,7.37,0
3247,87,4.76,0
3248,113,7.71,1
3249,87,5.85,0
3250,97,7.0,0
3251,110,6.16,0
3252,116,6.11,0
3253,96,4.81,0
3254,107,7.26,1
3255,100,8.11,1
3256,115,4.32,0
3257,109,4.81,0
3258,100,9.02,1
3259,107,7.97,1
3260,98,8.3,1
3261,109,4.63,0
3262,107,9.15,1
3263,95,7.95,1
3264,107,5.46,0
3265,123,6.73,0
3266,103,5.14,0
3267,112,10.0,1
3268,117,4.96,0
3269,119,4.0,0
3270,96,5.82,1
3271,121,6.61,1
3272,106,6.8,1
3273,121,7.21,1
3274,92,6.16,0
3275,81,4.44,0
3276,112,5.89,1
3277,92,6.16,0
3278,137,8.28,1
3279,122,5.4,0
3280,88,8.67,1
3281,86,6.2,0
3282,109,7.15,1
3283,115,5.91,0
3284,115,5.9,0
3285,113,5.6,0
3286,113,9.68,1
3287,112,7.54,0
3288,106,6.76,1
3289,106,7.33,0
3290,105,5.08,0
3291,125,7.25,0
3292,133,4.89,0
3293,130,6.86,0
3294,87,7.43,1
3295,88,6.6,0
3296,108,5.23,0
3297,118,6.29,1
3298,102,5.71,1
3299,100,9.06,1
3300,119,7.32,1
3301,104,8.16,1
3302,114,10.0,1
3303,126,7.11,1
3304,94,7.91,0
3305,109,8.64,1
3306,102,6.93,1
3307,108,4.39,0
3308,105,6.07,0
3309,101,7.76,1
3310,94,5.62,0
3311,94,6.88,1
3312,109,8.0,1
3313,76,6.01,1
3314,135,9.36,1
3315,78,4.0,0
3316,102,8.62,1
3317,108,5.55,0
3318,108,7.78,1
3319,89,7.71,1
3320,88,5.7,1
3321,101,9.02,1
3322,97,6.79,0
3323,94,5.52,0
3324,117,7.65,0
3325,96,9.14,1
3326,89,4.34,0
3327,97,7.54,1
3328,87,6.25,0
3329,78,5.43,0
3330,126,7.07,1
3331,82,8.47,1
3332,75,5.81,0
3333,114,5.85,0
3334,96,6.95,1
3335,93,8.2,1
3336,92,7.95,1
3337,117,4.96,0
3338,117,6.86,1
3339,111,5.8,0
3340,128,7.65,1
3341,105,7.87,1
3342,108,6.44,0
3343,103,7.95,1
3344,112,6.04,1
3345,97,6.37,0
3346,114,9.58,1
3347,101,6.44,1
3348,92,6.97,0
3349,108,7.44,0
3350,78,7.69,1
3351,88,5.25,0
3352,101,4.45,0
3353,83,7.0,1
3354,118,9.29,0
3355,104,6.41,0
3356,108,6.31,0
3357,88,8.18,1
3358,118,6.37,0
3359,88,7.3,1
3360,132,4.97,0
3361,128,7.64,1
3362,90,4.87,0
3363,127,6.19,1
3364,70,5.43,0
3365,128,7.74,1
3366,98,5.98,0
3367,108,4.0,0
3368,92,6.04,0
3369,103,6.69,1
3370,94,9.41,0
3371,106,6.41,0
3372,111,7.41,1
3373,88,10.0,1
3374,115,4.55,0
3375,103,7.46,1
3376,107,5.19,0
3377,89,5.6,0
3378,89,6.13,0
3379,77,8.23,1
3380,102,7.85,1
3381,92,7.12,1
3382,87,6.59,1
3383,99,6.85,0
3384,98,4.83,0
3385,120,5.26,0
3386,112,8.5,1
3387,102,7.2,1
3388,70,7.5,0
3389,106,5.36,0
3390,131,8.07,1
3391,110,5.87,1
3392,103,7.57,1
3393,121,4.81,0
3394,116,7.67,1
3395,148,5.01,0
3396,108,9.76,1
3397,101,8.31,1
3398,99,7.59,1
3399,120,8.61,1
3400,109,7.1,1
3401,105,6.8,1
3402,127,4.69,0
3403,94,6.36,1
3404,115,6.64,0
3405,90,8.06,1
3406,122,7.53,1
3407,102,4.0,0
3408,124,8.09,1
3409,106,6.05,0
3410,119,5.12,0
3411,88,4.71,0
3412,122,6.54,1
3413,117,9.16,1
3414,97,7.52,1
3415,97,4.93,0
3416,116,6.81,1
3417,119,7.54,1
3418,105,4.91,0
3419,101,6.19,1
3420,105,8.05,1
3421,102,7.87,1
3422,98,6.63,1
3423,112,6.29,1
3424,134,8.12,1
3425,113,6.97,0
3426,107,8.47,1
3427,104,8.26,1
3428,106,7.24,1
3429,105,5.98,0
3430,90,4.85,0
3431,102,6.94,0
3432,70,9.0,1
3433,111,9.47,1
3434,133,5.45,0
3435,85,6.82,1
3436,102,7.8,1
3437,97,6.01,0
3438,95,8.08,1
3439,79,8.39,1
3440,108,7.64,1
3441,100,7.06,1
3442,107,7.5,0
3443,120,5.72,0
3444,133,6.59,1
3445,103,5.65,0
3446,97,5.22,0
3447,74,5.89,0
3448,114,5.86,0
3449,125,7.89,1
3450,107,4.67,0
3451,92,7.77,1
3452,112,4.01,0
3453,106,6.92,1
3454,108,5.06,0
3455,114,5.38,0
3456,84,9.27,0
3457,101,7.26,1
3458,107,7.61,1
3459,116,6.56,1
3460,140,8.13,1
3461,106,6.33,1
3462,86,6.22,0
3463,113,4.0,0
3464,121,6.3,0
3465,92,6.14,1
3466,100,4.18,0
3467,103,8.48,1
3468,98,8.26,1
3469,93,8.42,1
3470,105,7.05,1
3471,97,6.81,1
3472,124,7.1,1
3473,105,8.28,1
3474,105,6.78,0
3475,112,6.74,0
3476,121,5.05,0
3477,120,7.24,0
3478,108,7.05,0
3479,99,9.06,1
3480,100,6.04,0
3481,96,7.48,1
3482,116,5.33,1
3483,101,7.44,1
3484,118,8.46,1
3485,97,6.06,1
3486,98,9.15,1
3487,90,5.84,0
3488,100,5.81,0
3489,122,8.51,1
3490,112,6.93,0
3491,90,7.31,1
3492,90,8.41,1
3493,110,8.35,1
3494,84,7.66,0
3495,106,6.46,0
3496,90,5.72,0
3497,106,5.28,0
3498,94,6.44,0
3499,106,8.55,1
3500,128,8.67,1
3501,106,6.83,1
3502,99,4.16,0
3503,88,5.45,0
3504,103,4.82,0
3505,119,5.22,0
3506,81,9.76,1
3507,107,4.15,0
3508,108,6.68,1
3509,90,8.38,1
3510,128,6.06,0
3511,117,4.53,0
3512,121,5.16,0
3513,133,4.85,0
3514,106,4.0,0
3515,111,7.3,1
3516,99,7.8,1
3517,83,4.98,1
3518,120,4.68,1
3519,101,6.66,1
3520,98,7.66,1
3521,102,10.0,1
3522,124,7.72,1
3523,129,4.21,0
3524,86,7.38,0
3525,111,6.54,0
3526,110,6.42,1
3527,147,6.12,1
3528,92,5.03,0
3529,109,7.36,1
3530,100,6.28,0
3531,117,7.27,1
3532,112,8.04,1
3533,110,8.46,1
3534,92,5.14,0
3535,77,7.45,1
3536,122,5.86,0
3537,121,8.74,1
3538,107,7.21,1
3539,101,8.59,0
3540,98,7.43,0
3541,125,8.48,1
3542,124,5.8,0
3543,132,8.5,1
3544,100,4.66,0
3545,88,5.69,0
3546,98,6.76,1
3547,95,8.3,1
3548,93,7.12,1
3549,110,6.29,1
3550,101,7.13,1
3551,80,5.61,1
3552,126,5.56,0
3553,87,8.77,1
3554,119,4.4,0
3555,104,7.99,1
3556,105,5.96,0
3557,104,5.58,1
3558,82,6.09,0
3559,107,6.06,0
3560,92,6.93,0
3561,116,4.59,0
3562,80,6.44,0
3563,97,6.09,0
3564,121,6.68,1
3565,88,8.73,1
3566,112,4.0,0
3567,114,6.21,0
3568,113,5.81,0
3569,91,6.54,1
3570,122,9.76,0
3571,76,6.46,0
3572,105,7.85,1
3573,108,6.53,0
3574,105,6.9,0
3575,94,6.19,1
3576,70,5.25,0
3577,110,6.07,0
3578,90,4.0,0
3579,89,6.22,0
3580,119,7.0,1
3581,99,9.15,1
3582,102,5.48,0
3583,102,7.26,1
3584,71,5.22,0
3585,104,6.6,0
3586,111,5.54,0
3587,111,6.35,1
3588,128,8.11,0
3589,128,7.91,0
3590,123,9.01,1
3591,125,9.59,1
3592,81,6.37,0
3593,106,5.05,0
3594,93,7.93,1
3595,118,8.28,1
3596,78,6.16,0
3597,97,6.88,0
3598,117,6.41,0
3599,97,6.86,0
3600,96,7.52,1
3601,105,8.1,1
3602,96,6.78,0
3603,112,5.8,0
3604,103,7.1,1
3605,99,6.93,0
3606,104,9.19,0
3607,104,4.6,0
3608,88,6.41,0
3609,109,6.03,0
3610,126,7.2,1
3611,101,9.1,1
3612,94,5.84,1
3613,96,5.01,0
3614,92,7.63,1
3615,101,8.58,1
3616,100,5.92,0
3617,115,6.51,1
3618,92,5.72,0
3619,85,8.19,1
3620,102,4.93,0
3621,100,6.73,0
3622,107,5.69,0
3623,113,8.62,1
3624,115,7.65,1
3625,75,7.73,1
3626,84,5.56,0
3627,94,6.13,1
3628,117,8.31,1
3629,92,8.64,1
3630,106,7.46,1
3631,112,6.33,1
3632,82,5.84,0
3633,99,5.5,0
3634,82,7.57,1
3635,79,5.63,0
3636,96,5.82,1
3637,110,4.79,0
3638,92,6.77,1
3639,97,5.37,0
3640,129,4.89,0
3641,101,6.85,0
3642,93,6.1,0
3643,101,6.23,0
3644,87,6.94,1
3645,88,7.76,0
3646,70,7.72,0
3647,89,7.76,1
3648,118,8.49,1
3649,116,5.74,0
3650,94,8.24,1
3651,109,5.86,0
3652,72,7.11,0
3653,107,4.0,0
3654,93,7.21,1
3655,102,7.69,1
3656,114,7.46,1
3657,102,9.36,1
3658,90,7.15,0
3659,96,8.32,1
3660,70,7.22,0
3661,113,8.12,1
3662,129,6.55,0
3663,117,6.66,0
3664,96,6.21,0
3665,108,7.26,1
3666,116,6.4,0
3667,111,8.36,1
3668,121,6.5,0
3669,93,6.72,1
3670,108,6.62,1
3671,93,8.12,1
3672,102,5.75,0
3673,124,7.58,1
3674,116,8.09,1
3675,128,7.1,1
3676,110,7.14,1
3677,113,4.47,0
3678,91,5.42,0
3679,111,7.03,1
3680,97,5.21,0
3681,121,6.79,1
3682,126,5.98,0
3683,137,8.82,1
3684,110,6.8,1
3685,93,5.62,0
3686,96,7.94,1
3687,95,4.3,0
3688,124,6.34,0
3689,111,8.86,1
3690,94,4.53,0
3691,106,5.88,0
3692,96,5.32,0
3693,128,8.04,1
3694,113,6.2,1
3695,104,7.11,1
3696,70,9.05,1
3697,109,6.71,1
3698,96,7.66,1
3699,107,7.59,1
3700,110,5.41,0
3701,108,7.75,1
3702,112,6.04,1
3703,84,5.61,0
3704,105,6.26,1
3705,112,7.42,1
3706,121,8.16,1
3707,105,7.72,1
3708,120,8.06,1
3709,88,5.82,0
3710,81,7.35,0
3711,122,7.05,0
3712,90,5.15,1
3713,102,5.17,0
3714,85,8.68,1
3715,118,5.83,0
3716,85,8.08,1
3717,98,5.09,0
3718,89,8.36,0
3719,102,7.72,1
3720,124,5.44,0
3721,140,9.98,1
3722,85,8.15,0
3723,103,8.05,1
3724,87,6.35,0
3725,112,7.17,1
3726,99,7.05,0
3727,98,7.87,0
3728,98,5.34,0
3729,113,7.96,0
3730,102,6.41,0
3731,95,6.32,1
3732,76,9.29,0
3733,104,8.07,1
3734,95,6.63,1
3735,104,7.43,0
3736,112,9.15,1
3737,103,7.75,0
3738,112,8.36,1
3739,103,7.7,1
3740,91,6.42,1
3741,80,8.0,1
3742,145,8.9,1
3743,105,7.22,0
3744,107,6.6,1
3745,107,4.96,0
3746,107,6.98,1
3747,122,6.3,0
3748,124,6.69,0
3749,103,8.53,1
3750,124,6.65,0
3751,115,6.37,0
3752,70,6.81,0
3753,89,6.03,1
3754,104,4.89,0
3755,125,7.19,1
3756,121,8.53,1
3757,97,5.79,1
3758,115,7.89,1
3759,105,7.4,1
3760,137,6.33,0
3761,99,5.9,0
3762,97,4.89,0
3763,134,7.83,1
3764,122,9.37,1
3765,86,5.67,0
3766,100,6.17,1
3767,105,5.79,0
3768,90,6.03,0
3769,88,6.11,0
3770,103,5.3,0
3771,85,6.59,0
3772,118,7.37,1
3773,93,7.33,1
3774,107,9.05,1
3775,118,6.99,0
3776,93,6.16,1
3777,110,7.51,1
3778,83,5.44,0
3779,94,10.0,1
3780,103,6.08,0
3781,105,6.96,1
3782,100,8.68,1
3783,108,4.92,0
3784,128,8.72,1
3785,126,6.87,1
3786,94,7.21,1
3787,96,5.59,0
3788,101,7.71,0
3789,130,4.99,0
3790,93,4.29,0
3791,101,5.25,0
3792,104,8.17,1
3793,105,7.47,0
3794,83,4.81,0
3795,102,7.99,1
3796,114,6.41,0
3797,111,7.54,0
3798,92,5.83,0
3799,92,6.75,0
3800,102,5.8,1
3801,88,7.33,1
3802,93,8.93,1
3803,127,5.9,0
3804,111,7.15,0
3805,95,6.75,1
3806,100,7.98,1
3807,114,6.48,0
3808,87,6.28,0
3809,96,6.69,1
3810,100,7.29,0
3811,104,4.45,0
3812,102,8.59,1
3813,105,6.77,1
3814,96,7.4,0
3815,113,6.26,1
3816,119,4.46,0
3817,92,4.26,0
3818,141,7.65,1
3819,117,5.76,0
3820,113,7.41,0
3821,82,10.0,0
3822,100,6.96,1
3823,106,8.6,1
3824,87,6.57,1
3825,126,8.44,1
3826,85,5.08,0
3827,110,6.28,0
3828,96,6.77,0
3829,88,5.92,0
3830,92,7.05,1
3831,124,8.57,1
3832,97,5.87,1
3833,98,7.58,1
3834,113,8.56,1
3835,106,8.34,1
3836,122,8.29,1
3837,106,5.86,0
3838,104,8.95,1
3839,116,7.98,1
3840,124,4.0,0
3841,91,5.65,0
3842,109,7.35,1
3843,90,5.09,0
3844,95,4.6,1
3845,125,8.98,1
3846,114,8.72,1
3847,121,7.19,1
3848,107,8.61,1
3849,82,8.83,0
3850,123,6.67,1
3851,122,7.4,1
3852,111,4.0,0
3853,88,7.04,1
3854,87,9.05,1
3855,104,7.06,1
3856,113,5.85,0
3857,101,6.21,1
3858,96,7.26,1
3859,112,8.5,1
3860,103,7.45,0
3861,111,7.58,1
3862,95,5.48,0
3863,90,7.59,1
3864,139,8.61,1
3865,118,4.51,1
3866,96,6.63,1
3867,112,5.25,1
3868,96,5.29,0
3869,108,5.01,1
3870,114,10.0,1
3871,91,6.29,0
3872,99,8.06,1
3873,118,6.36,0
3874,102,5.44,0
3875,77,5.77,0
3876,142,9.33,0
3877,100,10.0,1
3878,119,7.05,0
3879,101,6.51,1
3880,110,6.76,1
3881,70,7.51,1
3882,122,6.71,0
3883,119,8.89,1
3884,109,9.15,1
3885,94,8.85,1
3886,112,6.17,0
3887,96,8.97,1
3888,106,5.74,0
3889,96,6.66,0
3890,80,6.81,0
3891,136,4.0,0
3892,105,6.29,1
3893,90,5.41,0
3894,134,6.91,1
3895,112,8.36,1
3896,100,8.63,0
3897,131,8.88,1
3898,97,5.38,0
3899,86,7.4,0
3900,114,7.68,1
3901,128,7.52,1
